ID,RF,NB,LR
4772,0,0,0
4773,1,1,0
4774,0,0,0
4775,0,0,0
4776,0,0,0
4777,1,1,1
4778,1,1,1
4779,1,1,1
4780,1,0,0
4781,1,1,1
4782,1,0,0
4783,0,0,0
4784,0,0,0
4785,0,0,0
4786,0,0,0
4787,0,0,0
4788,0,1,1
4789,1,1,1
4790,1,1,1
4791,0,1,0
4792,0,0,0
4793,1,1,1
4794,1,1,0
4795,1,1,1
4796,1,1,0
4797,0,0,0
4798,0,1,1
4799,1,1,0
4800,0,0,0
4801,0,0,0
4802,1,0,0
4803,0,0,0
4804,0,0,0
4805,0,0,0
4806,0,0,0
4807,1,1,0
4808,0,1,1
4809,1,1,0
4810,1,0,0
4811,1,0,1
4812,0,1,0
4813,1,1,1
4814,0,1,1
4815,1,1,1
4816,0,0,0
4817,1,1,1
4818,0,0,0
4819,0,0,0
4820,0,0,0
4821,0,0,0
4822,1,1,1
4823,1,1,1
4824,0,0,0
4825,0,0,0
4826,1,1,1
4827,0,0,0
4828,1,1,1
4829,0,0,0
4830,1,1,1
4831,1,1,1
4832,1,1,1
4833,0,1,0
4834,1,1,1
4835,1,1,1
4836,1,0,1
4837,0,0,0
4838,0,0,0
4839,0,1,0
4840,0,0,0
4841,0,0,0
4842,1,1,1
4843,1,1,1
4844,1,1,1
4845,1,1,1
4846,1,0,1
4847,1,1,0
4848,1,1,1
4849,0,0,0
4850,1,0,0
4851,0,0,0
4852,0,0,0
4853,0,0,0
4854,1,0,0
4855,0,0,0
4856,0,0,0
4857,1,1,1
4858,0,0,0
4859,0,0,0
4860,0,0,0
4861,0,1,0
4862,1,1,1
4863,1,1,1
4864,0,1,1
4865,1,1,0
4866,0,1,0
4867,1,0,0
4868,1,1,1
4869,1,1,1
4870,1,1,1
4871,0,0,0
4872,1,1,1
4873,1,1,0
4874,0,0,0
4875,0,1,1
4876,0,0,0
4877,1,1,1
4878,0,0,0
4879,0,0,0
4880,1,1,1
4881,1,1,0
4882,0,1,1
4883,1,0,0
4884,0,1,1
4885,1,1,1
4886,1,0,0
4887,1,1,1
4888,1,1,1
4889,0,1,1
4890,0,1,0
4891,1,1,1
4892,0,0,0
4893,1,1,1
4894,1,1,1
4895,0,1,1
4896,1,1,1
4897,0,0,0
4898,0,1,0
4899,1,0,0
4900,0,0,0
4901,1,1,1
4902,1,1,1
4903,1,1,1
4904,0,1,1
4905,1,1,1
4906,0,0,0
4907,0,0,0
4908,0,0,0
4909,1,1,1
4910,1,1,1
4911,1,1,1
4912,0,0,0
4913,0,0,0
4914,1,1,1
4915,1,1,0
4916,0,0,0
4917,0,0,0
4918,1,1,1
4919,1,1,1
4920,0,0,0
4921,1,1,1
4922,1,1,1
4923,1,0,0
4924,1,1,1
4925,0,1,0
4926,0,0,0
4927,0,1,0
4928,1,1,1
4929,0,0,0
4930,0,0,0
4931,0,0,0
4932,1,0,0
4933,0,0,0
4934,1,1,1
4935,0,0,0
4936,0,0,0
4937,0,0,0
4938,0,0,0
4939,0,0,0
4940,0,0,0
4941,1,0,0
4942,0,1,0
4943,1,0,1
4944,0,0,1
4945,0,1,1
4946,1,1,0
4947,0,0,0
4948,1,0,1
4949,1,1,1
4950,0,0,0
4951,1,1,1
4952,1,1,0
4953,1,1,1
4954,0,0,0
4955,1,0,0
4956,1,1,1
4957,0,0,0
4958,1,1,1
4959,0,0,0
4960,0,0,0
4961,1,1,1
4962,1,1,1
4963,1,1,1
4964,0,0,0
4965,0,1,1
4966,0,0,0
4967,0,0,0
4968,0,0,0
4969,1,1,1
4970,0,0,0
4971,0,1,1
4972,1,1,1
4973,1,1,0
4974,0,0,0
4975,0,0,0
4976,1,0,1
4977,0,0,0
4978,0,1,1
4979,1,0,1
4980,0,0,0
4981,0,0,0
4982,0,0,0
4983,1,1,1
4984,1,1,1
4985,1,0,0
4986,0,0,0
4987,0,1,0
4988,1,0,1
4989,0,1,0
4990,0,0,0
4991,1,0,0
4992,1,1,1
4993,1,1,0
4994,1,1,1
4995,1,1,1
4996,1,1,0
4997,0,0,1
4998,0,1,1
4999,0,0,0
5000,1,1,0
5001,1,0,0
5002,1,1,1
5003,0,0,0
5004,0,0,0
5005,1,1,1
5006,1,0,0
5007,0,1,1
5008,1,1,0
5009,1,1,0
5010,1,1,1
5011,0,0,0
5012,0,0,0
5013,0,1,1
5014,1,0,1
5015,1,1,1
5016,0,0,0
5017,0,0,0
5018,1,1,1
5019,1,0,0
5020,1,1,1
5021,0,0,0
5022,0,0,0
5023,0,1,1
5024,0,0,0
5025,1,1,1
5026,0,0,1
5027,0,0,0
5028,0,0,0
5029,1,0,0
5030,1,1,1
5031,0,0,0
5032,0,0,0
5033,1,1,1
5034,0,0,0
5035,1,1,1
5036,0,0,0
5037,0,0,0
5038,1,0,0
5039,0,0,0
5040,0,0,0
5041,1,1,0
5042,1,1,1
5043,1,1,1
5044,1,1,1
5045,0,1,1
5046,1,1,1
5047,0,0,0
5048,1,1,1
5049,0,0,0
5050,0,0,0
5051,1,1,0
5052,1,0,0
5053,0,0,0
5054,1,0,0
5055,0,1,1
5056,1,1,1
5057,1,0,1
5058,1,1,1
5059,0,0,0
5060,1,0,0
5061,1,1,1
5062,0,0,0
5063,0,1,1
5064,1,1,1
5065,1,1,1
5066,1,1,0
5067,1,1,1
5068,0,1,0
5069,0,0,0
5070,1,1,1
5071,0,0,0
5072,1,0,0
5073,0,0,0
5074,1,1,0
5075,0,0,0
5076,1,0,0
5077,1,1,1
5078,0,1,1
5079,0,0,0
5080,1,0,1
5081,0,0,0
5082,1,1,1
5083,1,1,1
5084,1,1,0
5085,1,0,0
5086,0,1,0
5087,1,1,0
5088,0,0,0
5089,0,0,0
5090,0,0,0
5091,0,1,1
5092,1,1,1
5093,1,1,1
5094,1,0,1
5095,1,1,1
5096,0,0,0
5097,1,1,1
5098,1,0,0
5099,0,1,1
5100,1,0,1
5101,1,0,0
5102,1,1,1
5103,1,0,0
5104,0,1,0
5105,0,1,1
5106,1,0,0
5107,1,1,1
5108,0,0,0
5109,1,1,1
5110,1,1,1
5111,1,1,0
5112,0,0,0
5113,0,0,0
5114,0,1,0
5115,0,0,0
5116,0,0,0
5117,0,0,0
5118,0,0,0
5119,0,0,0
5120,0,0,0
5121,1,0,1
5122,1,1,1
5123,1,0,0
5124,0,1,1
5125,0,1,0
5126,1,1,1
5127,0,0,0
5128,1,1,1
5129,0,0,0
5130,0,0,0
5131,1,1,0
5132,1,1,0
5133,0,1,1
5134,1,0,1
5135,1,1,1
5136,0,0,0
5137,1,0,0
5138,1,1,1
5139,0,0,0
5140,0,1,1
5141,0,0,0
5142,1,1,1
5143,0,0,0
5144,0,0,0
5145,1,1,1
5146,0,1,0
5147,0,0,0
5148,0,0,0
5149,1,0,1
5150,1,0,0
5151,1,1,1
5152,0,0,0
5153,0,1,1
5154,0,0,0
5155,0,0,0
5156,0,0,0
5157,0,0,0
5158,0,0,0
5159,1,1,0
5160,1,1,1
5161,0,0,0
5162,1,1,1
5163,0,1,1
5164,0,0,0
5165,0,0,0
5166,1,1,1
5167,0,0,0
5168,0,0,0
5169,1,0,0
5170,0,1,1
5171,0,1,1
5172,0,0,0
5173,0,0,0
5174,0,0,0
5175,0,0,0
5176,0,0,0
5177,0,0,0
5178,0,1,1
5179,1,1,1
5180,0,1,0
5181,0,1,1
5182,1,1,1
5183,0,0,0
5184,0,0,0
5185,0,0,0
5186,0,1,0
5187,1,0,0
5188,0,0,0
5189,1,0,1
5190,0,0,0
5191,1,1,1
5192,0,0,0
5193,0,0,0
5194,1,1,1
5195,0,0,0
5196,1,1,1
5197,0,0,0
5198,0,0,0
5199,0,1,1
5200,0,0,0
5201,1,1,1
5202,1,1,0
5203,1,1,1
5204,0,0,0
5205,0,0,0
5206,1,1,1
5207,1,0,0
5208,0,1,0
5209,1,1,1
5210,0,0,0
5211,0,1,0
5212,1,1,1
5213,0,0,0
5214,1,1,1
5215,1,0,0
5216,1,1,1
5217,0,0,1
5218,1,0,0
5219,1,1,0
5220,1,1,1
5221,0,0,0
5222,0,0,0
5223,1,1,0
5224,0,0,0
5225,1,1,1
5226,1,0,0
5227,1,1,1
5228,0,1,0
5229,1,0,0
5230,0,0,0
5231,1,1,1
5232,1,1,1
5233,1,1,1
5234,0,1,0
5235,1,1,1
5236,0,0,0
5237,1,1,1
5238,1,1,1
5239,1,1,1
5240,0,0,0
5241,0,0,0
5242,1,1,1
5243,0,0,0
5244,1,1,1
5245,0,1,0
5246,0,0,0
5247,0,1,1
5248,1,1,1
5249,1,1,0
5250,1,1,1
5251,0,0,0
5252,1,1,1
5253,0,0,0
5254,1,0,0
5255,1,1,1
5256,0,1,0
5257,1,0,0
5258,0,0,0
5259,1,1,1
5260,0,0,1
5261,0,0,0
5262,0,0,0
5263,0,0,0
5264,0,0,0
5265,1,1,1
5266,0,0,0
5267,1,0,0
5268,1,1,1
5269,0,1,0
5270,1,1,1
5271,1,1,0
5272,0,1,0
5273,0,1,1
5274,1,0,0
5275,0,1,0
5276,1,0,1
5277,1,1,1
5278,0,0,0
5279,0,1,1
5280,0,1,0
5281,0,0,0
5282,1,0,0
5283,1,1,1
5284,1,0,0
5285,1,0,0
5286,0,1,1
5287,0,1,1
5288,1,1,1
5289,0,0,0
5290,1,1,1
5291,1,1,1
5292,0,0,0
5293,0,0,0
5294,1,1,0
5295,1,1,1
5296,1,0,0
5297,1,1,1
5298,1,1,0
5299,0,0,0
5300,1,1,1
5301,0,0,0
5302,0,1,1
5303,1,1,1
5304,0,0,0
5305,1,0,0
5306,0,1,0
5307,1,1,1
5308,0,0,0
5309,0,0,0
5310,0,0,0
5311,0,0,0
5312,0,0,1
5313,0,1,0
5314,1,1,1
5315,1,1,1
5316,1,1,1
5317,0,0,0
5318,1,1,1
5319,0,1,0
5320,0,0,0
5321,0,0,0
5322,1,1,1
5323,1,1,0
5324,0,0,0
5325,0,1,1
5326,0,0,0
5327,0,0,0
5328,0,0,0
5329,0,1,1
5330,1,1,0
5331,1,1,1
5332,0,1,1
5333,1,0,1
5334,0,1,0
5335,1,1,1
5336,1,0,0
5337,0,1,1
5338,0,1,1
5339,0,0,0
5340,1,1,1
5341,0,0,0
5342,0,1,0
5343,0,0,0
5344,1,0,1
5345,0,0,0
5346,0,0,0
5347,1,1,1
5348,0,0,0
5349,1,1,1
5350,0,1,0
5351,0,1,1
5352,1,1,1
5353,1,1,1
5354,0,0,0
5355,0,1,0
5356,0,0,0
5357,1,0,1
5358,0,1,0
5359,1,1,1
5360,0,0,1
5361,0,1,0
5362,1,1,1
5363,1,1,1
5364,1,1,1
5365,0,0,0
5366,0,0,1
5367,0,0,0
5368,0,0,0
5369,0,0,0
5370,0,1,1
5371,1,1,1
5372,0,0,0
5373,1,1,0
5374,1,0,0
5375,0,0,0
5376,1,1,1
5377,1,1,1
5378,0,0,0
5379,1,1,1
5380,0,0,0
5381,1,1,1
5382,1,0,0
5383,1,1,1
5384,0,0,0
5385,0,0,0
5386,0,0,0
5387,1,1,1
5388,0,1,1
5389,1,1,1
5390,1,1,1
5391,0,0,0
5392,1,1,0
5393,0,0,0
5394,0,0,0
5395,1,0,1
5396,0,0,0
5397,1,1,0
5398,0,0,0
5399,1,1,0
5400,1,1,1
5401,1,0,0
5402,0,0,0
5403,0,0,0
5404,0,1,1
5405,0,1,0
5406,1,1,0
5407,0,0,0
5408,1,0,0
5409,0,0,0
5410,1,0,0
5411,0,1,0
5412,1,1,1
5413,1,1,1
5414,0,1,0
5415,0,0,0
5416,0,0,0
5417,0,0,0
5418,0,1,1
5419,0,0,1
5420,1,1,1
5421,0,0,0
5422,1,1,1
5423,1,0,0
5424,0,0,0
5425,0,1,0
5426,1,1,1
5427,0,0,0
5428,1,0,0
5429,1,0,0
5430,0,0,0
5431,0,0,0
5432,0,1,0
5433,0,0,0
5434,1,1,0
5435,1,0,0
5436,1,1,0
5437,1,1,1
5438,0,0,0
5439,0,1,1
5440,1,0,0
5441,0,1,1
5442,1,1,1
5443,1,0,0
5444,1,1,1
5445,0,0,1
5446,0,1,0
5447,0,0,0
5448,1,1,0
5449,0,1,1
5450,1,1,1
5451,0,0,1
5452,0,0,0
5453,0,0,0
5454,1,0,0
5455,1,0,0
5456,0,0,0
5457,0,0,0
5458,0,1,1
5459,0,0,1
5460,1,0,0
5461,1,0,0
5462,0,0,0
5463,0,0,0
5464,1,1,1
5465,0,0,0
5466,0,1,1
5467,1,1,1
5468,1,1,1
5469,0,0,0
5470,0,0,0
5471,1,1,1
5472,0,0,0
5473,0,0,0
5474,1,0,0
5475,0,0,0
5476,0,1,1
5477,1,1,1
5478,0,0,0
5479,0,0,0
5480,0,0,0
5481,0,1,1
5482,1,1,1
5483,1,1,0
5484,0,0,0
5485,0,0,0
5486,1,1,1
5487,0,0,0
5488,1,1,1
5489,0,1,1
5490,1,0,0
5491,1,1,1
5492,1,1,0
5493,1,1,0
5494,0,0,0
5495,0,0,0
5496,1,1,0
5497,1,1,1
5498,0,0,0
5499,0,1,0
5500,0,0,0
5501,0,0,0
5502,0,1,0
5503,1,1,1
5504,0,0,0
5505,0,0,0
5506,0,0,0
5507,0,0,0
5508,0,0,0
5509,1,1,1
5510,0,0,0
5511,1,0,0
5512,0,1,1
5513,0,0,0
5514,0,1,1
5515,0,0,0
5516,0,0,0
5517,0,0,1
5518,1,1,1
5519,1,1,1
5520,0,1,0
5521,0,1,1
5522,0,0,0
5523,1,1,1
5524,0,1,0
5525,0,0,0
5526,1,1,1
5527,1,1,1
5528,0,0,0
5529,1,1,1
5530,0,0,0
5531,0,1,0
5532,1,1,1
5533,1,1,1
5534,1,0,0
5535,0,1,0
5536,1,0,0
5537,1,1,1
5538,1,0,0
5539,1,0,0
5540,1,0,0
5541,1,0,0
5542,1,1,1
5543,0,0,0
5544,1,1,1
5545,1,1,1
5546,1,1,0
5547,0,0,0
5548,1,1,1
5549,1,1,1
5550,1,1,0
5551,0,0,0
5552,1,1,1
5553,1,0,0
5554,1,1,1
5555,1,1,1
5556,1,1,0
5557,0,1,0
5558,1,1,1
5559,0,0,0
5560,1,0,0
5561,0,0,0
5562,0,0,0
5563,0,1,1
5564,0,0,0
5565,0,1,0
5566,0,0,0
5567,1,0,1
5568,0,0,0
5569,0,0,0
5570,0,0,0
5571,0,0,0
5572,1,0,0
5573,0,1,1
5574,0,0,0
5575,0,0,1
5576,0,0,0
5577,0,0,0
5578,1,1,0
5579,0,1,1
5580,0,0,1
5581,1,1,1
5582,0,0,0
5583,1,1,1
5584,0,0,0
5585,1,1,1
5586,1,1,0
5587,1,0,0
5588,0,0,0
5589,0,0,0
5590,1,0,0
5591,1,1,1
5592,0,0,0
5593,1,1,1
5594,0,0,0
5595,0,1,1
5596,0,0,1
5597,0,1,0
5598,1,1,1
5599,1,1,1
5600,0,0,0
5601,0,0,0
5602,0,0,0
5603,0,0,0
5604,0,1,0
5605,1,1,0
5606,0,1,0
5607,0,1,1
5608,1,0,0
5609,1,1,1
5610,1,1,1
5611,0,1,0
5612,1,1,1
5613,1,1,0
5614,1,1,1
5615,1,1,1
5616,1,1,1
5617,0,0,0
5618,1,0,0
5619,1,0,1
5620,0,0,0
5621,1,1,1
5622,1,1,1
5623,1,1,1
5624,1,1,1
5625,1,1,1
5626,1,1,1
5627,0,0,0
5628,0,1,1
5629,1,0,0
5630,0,0,0
5631,0,0,0
5632,1,1,1
5633,1,1,1
5634,0,1,1
5635,0,0,0
5636,1,1,1
5637,0,1,1
5638,0,0,0
5639,1,0,0
5640,1,1,1
5641,0,0,1
5642,1,0,0
5643,0,1,1
5644,1,0,0
5645,0,0,0
5646,0,1,1
5647,1,1,1
5648,0,1,0
5649,0,0,0
5650,0,1,1
5651,0,1,0
5652,0,0,0
5653,1,1,1
5654,0,0,0
5655,1,1,1
5656,0,0,0
5657,0,0,0
5658,0,0,0
5659,0,0,0
5660,0,0,0
5661,1,1,1
5662,1,0,1
5663,1,1,1
5664,1,0,0
5665,1,0,0
5666,0,0,0
5667,0,0,0
5668,1,1,0
5669,0,0,0
5670,0,0,1
5671,1,1,1
5672,0,1,1
5673,0,1,0
5674,0,0,0
5675,0,0,1
5676,0,1,0
5677,1,1,0
5678,0,0,0
5679,1,0,0
5680,0,0,0
5681,1,1,1
5682,0,0,0
5683,0,1,0
5684,1,1,0
5685,0,0,0
5686,1,1,1
5687,0,0,0
5688,1,1,1
5689,0,0,0
5690,1,0,0
5691,0,0,0
5692,1,0,1
5693,1,1,1
5694,0,0,0
5695,1,1,1
5696,0,0,0
5697,0,0,0
5698,1,0,0
5699,1,1,1
5700,0,0,0
5701,1,1,0
5702,1,0,0
5703,1,1,1
5704,1,0,0
5705,1,1,1
5706,1,1,1
5707,0,0,0
5708,0,0,0
5709,1,1,0
5710,1,0,0
5711,0,0,0
5712,1,1,1
5713,0,0,0
5714,1,1,1
5715,1,1,1
5716,1,1,1
5717,0,0,0
5718,0,1,1
5719,0,0,0
5720,0,1,0
5721,1,1,0
5722,1,0,1
5723,0,0,0
5724,1,0,0
5725,1,1,1
5726,1,1,1
5727,0,1,0
5728,1,0,0
5729,0,0,0
5730,0,0,0
5731,0,0,0
5732,0,0,0
5733,1,1,1
5734,0,0,0
5735,0,0,0
5736,1,0,0
5737,0,1,1
5738,1,1,1
5739,0,1,0
5740,1,0,0
5741,1,1,1
5742,0,0,0
5743,0,0,0
5744,0,0,0
5745,1,1,1
5746,1,1,1
5747,0,0,0
5748,0,0,0
5749,1,1,1
5750,1,0,0
5751,0,0,0
5752,1,1,0
5753,0,0,0
5754,0,0,0
5755,1,1,1
5756,1,1,1
5757,0,0,1
5758,0,0,0
5759,0,1,0
5760,0,0,0
5761,0,0,0
5762,1,1,1
5763,0,0,0
5764,1,0,0
5765,1,1,1
5766,0,0,0
5767,0,0,0
5768,0,0,0
5769,0,1,1
5770,1,1,0
5771,1,1,1
5772,0,0,0
5773,1,1,1
5774,1,1,0
5775,0,0,0
5776,0,0,0
5777,0,0,0
5778,1,0,0
5779,0,0,0
5780,1,1,1
5781,0,0,0
5782,0,0,0
5783,0,0,1
5784,0,0,0
5785,0,0,0
5786,1,1,1
5787,0,1,1
5788,0,0,0
5789,0,1,0
5790,0,1,0
5791,0,0,0
5792,0,0,0
5793,1,1,1
5794,0,0,0
5795,0,0,0
5796,1,0,1
5797,0,0,0
5798,1,1,1
5799,1,1,1
5800,1,1,1
5801,0,1,1
5802,0,0,0
5803,1,1,1
5804,0,1,1
5805,0,0,0
5806,1,1,0
5807,1,1,1
5808,0,0,0
5809,1,0,0
5810,1,1,1
5811,1,1,1
5812,1,1,1
5813,0,0,0
5814,0,0,0
5815,0,0,0
5816,0,0,0
5817,0,0,1
5818,1,1,1
5819,1,1,1
5820,0,0,0
5821,0,0,0
5822,1,1,1
5823,1,1,1
5824,1,0,0
5825,0,1,0
5826,1,1,1
5827,1,0,0
5828,0,0,0
5829,1,1,1
5830,0,1,1
5831,0,0,0
5832,1,1,1
5833,0,0,0
5834,0,1,1
5835,1,1,1
5836,0,0,0
5837,0,1,1
5838,1,1,1
5839,1,1,1
5840,0,0,0
5841,1,0,0
5842,0,1,0
5843,1,0,0
5844,0,0,0
5845,0,0,1
5846,0,0,0
5847,0,0,0
5848,0,0,1
5849,1,1,1
5850,0,0,0
5851,0,1,1
5852,1,1,0
5853,1,1,1
5854,0,0,0
5855,0,1,1
5856,0,1,1
5857,1,0,0
5858,1,0,1
5859,1,0,0
5860,0,1,1
5861,1,1,1
5862,1,1,1
5863,1,1,1
5864,0,0,0
5865,0,0,0
5866,0,0,0
5867,0,1,0
5868,1,1,0
5869,0,0,0
5870,0,0,0
5871,1,1,0
5872,0,0,0
5873,0,0,0
5874,0,0,0
5875,1,1,0
5876,0,0,0
5877,0,0,0
5878,0,0,0
5879,0,0,0
5880,0,0,0
5881,1,0,0
5882,1,1,1
5883,0,0,0
5884,1,1,1
5885,1,1,0
5886,1,1,1
5887,1,1,1
5888,1,1,1
5889,0,0,0
5890,1,1,1
5891,1,1,1
5892,0,0,0
5893,0,1,1
5894,1,0,0
5895,0,0,0
5896,1,1,1
5897,0,0,0
5898,1,1,1
5899,0,1,1
5900,1,1,1
5901,0,0,1
5902,1,1,1
5903,0,1,0
5904,0,0,0
5905,0,1,0
5906,0,0,0
5907,1,1,1
5908,0,1,0
5909,0,0,0
5910,0,0,0
5911,0,0,0
5912,0,0,0
5913,0,0,0
5914,0,0,0
5915,0,0,0
5916,1,1,1
5917,1,0,0
5918,0,1,0
5919,1,0,0
5920,0,0,0
5921,1,0,0
5922,1,0,0
5923,1,1,1
5924,0,1,1
5925,0,0,0
5926,0,0,0
5927,0,1,1
5928,1,0,0
5929,0,0,0
5930,0,0,0
5931,1,0,0
5932,1,0,0
5933,1,0,0
5934,0,0,0
5935,0,1,0
5936,1,0,0
5937,1,0,0
5938,0,1,0
5939,0,0,0
5940,0,0,0
5941,0,0,0
5942,0,0,0
5943,0,1,0
5944,0,0,0
5945,0,1,0
5946,0,0,0
5947,0,0,0
5948,0,0,0
5949,0,1,0
5950,0,0,0
5951,0,0,0
5952,0,0,0
5953,0,0,0
5954,1,0,0
5955,0,0,0
5956,0,0,1
5957,1,1,1
5958,0,0,0
5959,0,0,0
5960,0,1,0
5961,0,0,0
5962,0,0,1
5963,0,0,0
5964,0,1,0
5965,1,1,1
5966,0,1,1
5967,0,1,1
5968,0,1,1
5969,0,0,0
5970,0,0,0
5971,0,1,0
5972,0,1,1
5973,0,1,0
5974,1,1,1
5975,1,1,1
5976,1,1,1
5977,0,0,0
5978,1,1,0
5979,0,0,0
5980,1,1,1
5981,1,1,1
5982,0,0,0
5983,0,1,0
5984,0,0,1
5985,1,1,1
5986,0,0,0
5987,0,1,1
5988,0,0,0
5989,1,0,0
5990,1,1,1
5991,0,0,0
5992,1,1,1
5993,0,1,1
5994,0,0,0
5995,0,1,0
5996,0,0,0
5997,0,0,0
5998,1,1,1
5999,0,1,0
6000,1,1,1
6001,1,1,0
6002,0,1,0
6003,1,1,1
6004,1,1,0
6005,1,0,0
6006,0,0,0
6007,1,1,1
6008,1,0,0
6009,1,1,1
6010,1,1,1
6011,1,0,0
6012,1,1,1
6013,1,0,0
6014,1,0,0
6015,0,0,0
6016,0,1,0
6017,1,1,1
6018,1,1,1
6019,1,1,1
6020,0,0,0
6021,1,1,1
6022,0,1,1
6023,0,0,0
6024,1,1,1
6025,1,1,1
6026,0,0,1
6027,0,0,0
6028,0,1,1
6029,1,0,0
6030,0,0,0
6031,0,0,0
6032,0,1,1
6033,1,1,1
6034,0,0,0
6035,0,1,0
6036,1,0,0
6037,0,1,0
6038,1,1,1
6039,0,1,1
6040,0,0,0
6041,0,0,0
6042,0,1,0
6043,1,1,1
6044,0,1,0
6045,0,1,0
6046,0,1,1
6047,0,1,0
6048,0,1,0
6049,1,1,0
6050,0,1,1
6051,1,1,1
6052,1,1,1
6053,1,1,1
6054,0,0,0
6055,0,0,0
6056,1,1,1
6057,0,0,0
6058,0,0,0
6059,0,0,1
6060,1,1,1
6061,0,1,1
6062,1,0,0
6063,0,0,0
6064,1,1,1
6065,0,0,0
6066,0,0,0
6067,0,0,0
6068,0,0,0
6069,0,0,0
6070,1,1,1
6071,1,1,0
6072,0,0,0
6073,0,0,0
6074,1,1,0
6075,0,0,0
6076,0,0,0
6077,0,0,0
6078,1,1,1
6079,1,1,1
6080,0,1,0
6081,0,0,0
6082,0,1,0
6083,0,0,0
6084,0,0,0
6085,1,1,0
6086,0,0,0
6087,1,1,1
6088,0,0,0
6089,0,1,1
6090,1,0,0
6091,0,0,0
6092,1,1,1
6093,0,1,1
6094,0,0,0
6095,1,0,0
6096,0,0,0
6097,0,0,0
6098,0,0,1
6099,0,0,0
6100,1,1,1
6101,0,0,1
6102,1,1,1
6103,0,0,0
6104,1,1,1
6105,0,0,0
6106,1,1,1
6107,0,0,0
6108,1,1,1
6109,1,1,1
6110,0,0,0
6111,1,0,0
6112,0,1,0
6113,0,0,0
6114,0,1,1
6115,1,1,1
6116,0,0,0
6117,0,0,0
6118,1,1,0
6119,0,1,1
6120,1,0,0
6121,1,0,0
6122,0,0,0
6123,0,1,1
6124,1,1,1
6125,0,1,1
6126,0,0,0
6127,0,0,0
6128,0,0,0
6129,0,1,1
6130,0,0,0
6131,1,1,1
6132,1,1,1
6133,0,0,0
6134,1,1,1
6135,0,0,0
6136,0,0,0
6137,1,1,1
6138,0,1,0
6139,0,0,0
6140,1,1,0
6141,0,0,0
6142,1,1,1
6143,1,1,0
6144,1,1,1
6145,0,0,0
6146,0,0,0
6147,0,0,1
6148,0,1,0
6149,0,0,0
6150,0,0,0
6151,1,0,0
6152,0,0,0
6153,1,1,0
6154,0,0,0
6155,1,1,1
6156,0,1,1
6157,1,1,1
6158,0,0,0
6159,0,0,0
6160,0,0,0
6161,1,1,1
6162,1,1,1
6163,0,1,1
6164,0,0,0
6165,1,1,1
6166,0,0,0
6167,0,0,0
6168,0,0,0
6169,0,1,1
6170,0,0,0
6171,0,1,0
6172,0,0,0
6173,0,0,1
6174,0,0,0
6175,1,0,0
6176,1,1,1
6177,1,1,0
6178,0,1,1
6179,0,0,0
6180,0,1,0
6181,1,1,1
6182,1,1,0
6183,0,0,0
6184,0,1,1
6185,1,1,1
6186,0,0,0
6187,1,1,1
6188,0,0,0
6189,1,1,1
6190,1,1,1
6191,0,0,0
6192,0,0,0
6193,0,0,0
6194,1,1,1
6195,0,0,0
6196,0,1,1
6197,0,0,0
6198,1,0,0
6199,0,0,0
6200,1,1,1
6201,0,0,0
6202,1,0,0
6203,1,1,0
6204,0,0,1
6205,1,1,1
6206,1,1,1
6207,0,1,1
6208,0,0,0
6209,0,0,1
6210,0,0,1
6211,1,0,0
6212,0,0,0
6213,0,0,0
6214,0,1,1
6215,1,1,1
6216,0,0,0
6217,0,1,1
6218,0,0,0
6219,0,0,0
6220,0,0,0
6221,0,0,0
6222,0,0,0
6223,0,0,0
6224,0,1,1
6225,1,1,0
6226,0,1,1
6227,0,0,0
6228,0,1,0
6229,0,0,0
6230,0,0,0
6231,1,1,1
6232,1,0,0
6233,0,0,0
6234,0,0,0
6235,0,0,0
6236,1,1,1
6237,1,0,0
6238,1,0,0
6239,0,0,0
6240,0,0,0
6241,1,1,0
6242,0,1,1
6243,0,0,0
6244,0,0,0
6245,0,0,0
6246,1,1,1
6247,0,0,0
6248,0,1,1
6249,1,1,0
6250,0,0,0
6251,0,0,0
6252,0,1,1
6253,0,0,0
6254,1,1,1
6255,0,1,0
6256,1,1,0
6257,0,0,0
6258,1,0,1
6259,0,0,0
6260,1,1,0
6261,0,0,0
6262,0,1,1
6263,1,0,0
6264,1,0,0
6265,0,0,0
6266,0,0,0
6267,0,0,0
6268,0,0,0
6269,1,1,1
6270,1,1,0
6271,0,0,1
6272,0,1,0
6273,0,1,0
6274,0,0,0
6275,1,1,1
6276,0,1,0
6277,0,0,0
6278,1,1,1
6279,1,1,0
6280,1,1,1
6281,1,1,1
6282,0,0,0
6283,1,1,1
6284,0,0,0
6285,0,0,0
6286,0,0,0
6287,1,1,1
6288,1,1,1
6289,0,0,0
6290,1,1,1
6291,1,1,0
6292,0,0,0
6293,1,1,1
6294,0,0,0
6295,0,0,0
6296,0,0,0
6297,1,1,1
6298,0,0,0
6299,0,0,1
6300,0,1,0
6301,0,0,0
6302,0,1,1
6303,0,0,0
6304,0,0,0
6305,1,1,1
6306,0,0,0
6307,1,1,1
6308,0,1,1
6309,0,0,0
6310,0,0,0
6311,0,1,1
6312,1,1,0
6313,0,1,0
6314,0,0,0
6315,0,0,0
6316,0,0,0
6317,0,0,0
6318,1,1,1
6319,0,0,0
6320,1,1,0
6321,1,1,1
6322,1,0,1
6323,0,0,0
6324,0,1,0
6325,0,0,0
